id,name,height,weight,base_experience,order,is_default,location_area_encounters,abilities,types,moves,stats,held_items,cries,forms,game_indices,sprites,species,past_abilities,past_types
441,chatot,5,19,144,566,True,https://pokeapi.co/api/v2/pokemon/441/encounters,"keen-eye, tangled-feet, big-pecks","normal, flying","gust, fly, fury-attack, growl, sing","{""hp"": 76, ""attack"": 65, ""defense"": 45, ""special-attack"": 92, ""special-defense"": 42, ""speed"": 91}",metronome,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/441.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/441.ogg""}",chatot,"441, 441, 441, 441, 441, 441, 441, 441, 441",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,chatot,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
442,spiritomb,10,1080,170,567,True,https://pokeapi.co/api/v2/pokemon/442/encounters,"pressure, infiltrator","ghost, dark","body-slam, disable, psybeam, hyper-beam, toxic","{""hp"": 50, ""attack"": 92, ""defense"": 108, ""special-attack"": 92, ""special-defense"": 108, ""speed"": 35}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/442.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/442.ogg""}",spiritomb,"442, 442, 442, 442, 442, 442, 442, 442, 442",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,spiritomb,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
443,gible,7,205,60,568,True,https://pokeapi.co/api/v2/pokemon/443/encounters,"sand-veil, rough-skin","dragon, ground","swords-dance, cut, sand-attack, headbutt, tackle","{""hp"": 58, ""attack"": 70, ""defense"": 45, ""special-attack"": 40, ""special-defense"": 45, ""speed"": 42}",haban-berry,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/443.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/443.ogg""}",gible,"443, 443, 443, 443, 443, 443, 443, 443, 443",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,gible,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
444,gabite,14,560,144,569,True,https://pokeapi.co/api/v2/pokemon/444/encounters,"sand-veil, rough-skin","dragon, ground","swords-dance, cut, sand-attack, headbutt, tackle","{""hp"": 68, ""attack"": 90, ""defense"": 65, ""special-attack"": 50, ""special-defense"": 55, ""speed"": 82}",haban-berry,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/444.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/444.ogg""}",gabite,"444, 444, 444, 444, 444, 444, 444, 444, 444",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,gabite,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
445,garchomp,19,950,270,570,True,https://pokeapi.co/api/v2/pokemon/445/encounters,"sand-veil, rough-skin","dragon, ground","swords-dance, cut, sand-attack, headbutt, tackle","{""hp"": 108, ""attack"": 130, ""defense"": 95, ""special-attack"": 80, ""special-defense"": 85, ""speed"": 102}",haban-berry,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/445.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/445.ogg""}",garchomp,"445, 445, 445, 445, 445, 445, 445, 445, 445",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,garchomp,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
446,munchlax,6,1050,78,234,True,https://pokeapi.co/api/v2/pokemon/446/encounters,"pickup, thick-fat, gluttony",normal,"mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","{""hp"": 135, ""attack"": 85, ""defense"": 40, ""special-attack"": 40, ""special-defense"": 85, ""speed"": 5}",leftovers,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/446.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/446.ogg""}",munchlax,"446, 446, 446, 446, 446, 446, 446, 446, 446",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,munchlax,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
447,riolu,7,202,57,572,True,https://pokeapi.co/api/v2/pokemon/447/encounters,"steadfast, inner-focus, prankster",fighting,"mega-punch, ice-punch, thunder-punch, swords-dance, mega-kick","{""hp"": 40, ""attack"": 70, ""defense"": 40, ""special-attack"": 35, ""special-defense"": 40, ""speed"": 60}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/447.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/447.ogg""}",riolu,"447, 447, 447, 447, 447, 447, 447, 447, 447",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,riolu,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
448,lucario,12,540,184,573,True,https://pokeapi.co/api/v2/pokemon/448/encounters,"steadfast, inner-focus, justified","fighting, steel","mega-punch, ice-punch, thunder-punch, swords-dance, mega-kick","{""hp"": 70, ""attack"": 110, ""defense"": 70, ""special-attack"": 115, ""special-defense"": 70, ""speed"": 90}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/448.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/448.ogg""}",lucario,"448, 448, 448, 448, 448, 448, 448, 448, 448",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,lucario,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
449,hippopotas,8,495,66,575,True,https://pokeapi.co/api/v2/pokemon/449/encounters,"sand-stream, sand-force",ground,"whirlwind, sand-attack, headbutt, tackle, body-slam","{""hp"": 68, ""attack"": 72, ""defense"": 78, ""special-attack"": 38, ""special-defense"": 42, ""speed"": 32}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/449.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/449.ogg""}",hippopotas,"449, 449, 449, 449, 449, 449, 449, 449, 449",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,hippopotas,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
450,hippowdon,20,3000,184,576,True,https://pokeapi.co/api/v2/pokemon/450/encounters,"sand-stream, sand-force",ground,"sand-attack, headbutt, tackle, body-slam, take-down","{""hp"": 108, ""attack"": 112, ""defense"": 118, ""special-attack"": 68, ""special-defense"": 72, ""speed"": 47}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/450.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/450.ogg""}",hippowdon,"450, 450, 450, 450, 450, 450, 450, 450, 450",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,hippowdon,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
451,skorupi,8,120,66,577,True,https://pokeapi.co/api/v2/pokemon/451/encounters,"battle-armor, sniper, keen-eye","poison, bug","swords-dance, cut, whirlwind, sand-attack, headbutt","{""hp"": 40, ""attack"": 50, ""defense"": 90, ""special-attack"": 30, ""special-defense"": 55, ""speed"": 65}",poison-barb,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/451.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/451.ogg""}",skorupi,"451, 451, 451, 451, 451, 451, 451, 451, 451",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,skorupi,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
452,drapion,13,615,175,578,True,https://pokeapi.co/api/v2/pokemon/452/encounters,"battle-armor, sniper, keen-eye","poison, dark","swords-dance, cut, headbutt, poison-sting, pin-missile","{""hp"": 70, ""attack"": 90, ""defense"": 110, ""special-attack"": 60, ""special-defense"": 75, ""speed"": 95}",poison-barb,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/452.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/452.ogg""}",drapion,"452, 452, 452, 452, 452, 452, 452, 452, 452",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,drapion,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
453,croagunk,7,230,60,579,True,https://pokeapi.co/api/v2/pokemon/453/encounters,"anticipation, dry-skin, poison-touch","poison, fighting","mega-punch, ice-punch, thunder-punch, mega-kick, headbutt","{""hp"": 48, ""attack"": 61, ""defense"": 40, ""special-attack"": 61, ""special-defense"": 40, ""speed"": 50}",black-sludge,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/453.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/453.ogg""}",croagunk,"453, 453, 453, 453, 453, 453, 453, 453, 453",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,croagunk,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
454,toxicroak,13,444,172,580,True,https://pokeapi.co/api/v2/pokemon/454/encounters,"anticipation, dry-skin, poison-touch","poison, fighting","mega-punch, ice-punch, thunder-punch, swords-dance, cut","{""hp"": 83, ""attack"": 106, ""defense"": 65, ""special-attack"": 86, ""special-defense"": 65, ""speed"": 85}",black-sludge,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/454.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/454.ogg""}",toxicroak,"454, 454, 454, 454, 454, 454, 454, 454, 454",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,toxicroak,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
455,carnivine,14,270,159,581,True,https://pokeapi.co/api/v2/pokemon/455/encounters,levitate,grass,"swords-dance, cut, bind, slam, vine-whip","{""hp"": 74, ""attack"": 100, ""defense"": 72, ""special-attack"": 90, ""special-defense"": 72, ""speed"": 46}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/455.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/455.ogg""}",carnivine,"455, 455, 455, 455, 455, 455, 455, 455, 455",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,carnivine,[],[]
456,finneon,4,70,66,582,True,https://pokeapi.co/api/v2/pokemon/456/encounters,"swift-swim, storm-drain, water-veil",water,"pound, gust, take-down, water-gun, hydro-pump","{""hp"": 49, ""attack"": 49, ""defense"": 56, ""special-attack"": 49, ""special-defense"": 61, ""speed"": 66}",rindo-berry,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/456.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/456.ogg""}",finneon,"456, 456, 456, 456, 456, 456, 456, 456, 456",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,finneon,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
457,lumineon,12,240,161,583,True,https://pokeapi.co/api/v2/pokemon/457/encounters,"swift-swim, storm-drain, water-veil",water,"pound, gust, take-down, water-gun, hydro-pump","{""hp"": 69, ""attack"": 69, ""defense"": 76, ""special-attack"": 69, ""special-defense"": 86, ""speed"": 91}",rindo-berry,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/457.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/457.ogg""}",lumineon,"457, 457, 457, 457, 457, 457, 457, 457, 457",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,lumineon,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
458,mantyke,10,650,69,326,True,https://pokeapi.co/api/v2/pokemon/458/encounters,"swift-swim, water-absorb, water-veil","water, flying","wing-attack, slam, headbutt, tackle, take-down","{""hp"": 45, ""attack"": 20, ""defense"": 50, ""special-attack"": 60, ""special-defense"": 120, ""speed"": 50}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/458.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/458.ogg""}",mantyke,"458, 458, 458, 458, 458, 458, 458, 458, 458",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,mantyke,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
459,snover,10,505,67,584,True,https://pokeapi.co/api/v2/pokemon/459/encounters,"snow-warning, soundproof","grass, ice","mega-punch, ice-punch, swords-dance, stomp, headbutt","{""hp"": 60, ""attack"": 62, ""defense"": 50, ""special-attack"": 62, ""special-defense"": 60, ""speed"": 40}",never-melt-ice,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/459.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/459.ogg""}",snover,"459, 459, 459, 459, 459, 459, 459, 459, 459",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,snover,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
460,abomasnow,22,1355,173,585,True,https://pokeapi.co/api/v2/pokemon/460/encounters,"snow-warning, soundproof","grass, ice","mega-punch, ice-punch, swords-dance, mega-kick, headbutt","{""hp"": 90, ""attack"": 92, ""defense"": 75, ""special-attack"": 92, ""special-defense"": 85, ""speed"": 60}",never-melt-ice,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/460.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/460.ogg""}",abomasnow,"460, 460, 460, 460, 460, 460, 460, 460, 460",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,abomasnow,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
461,weavile,11,340,179,313,True,https://pokeapi.co/api/v2/pokemon/461/encounters,"pressure, pickpocket","dark, ice","mega-punch, ice-punch, scratch, swords-dance, cut","{""hp"": 70, ""attack"": 120, ""defense"": 65, ""special-attack"": 45, ""special-defense"": 85, ""speed"": 125}","quick-claw, grip-claw","{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/461.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/461.ogg""}",weavile,"461, 461, 461, 461, 461, 461, 461, 461, 461",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,weavile,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
462,magnezone,12,1800,241,134,True,https://pokeapi.co/api/v2/pokemon/462/encounters,"magnet-pull, sturdy, analytic","electric, steel","tackle, body-slam, take-down, double-edge, supersonic","{""hp"": 70, ""attack"": 70, ""defense"": 115, ""special-attack"": 130, ""special-defense"": 90, ""speed"": 60}",metal-coat,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/462.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/462.ogg""}",magnezone,"462, 462, 462, 462, 462, 462, 462, 462, 462",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,magnezone,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
463,lickilicky,17,1400,180,172,True,https://pokeapi.co/api/v2/pokemon/463/encounters,"own-tempo, oblivious, cloud-nine",normal,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","{""hp"": 110, ""attack"": 85, ""defense"": 95, ""special-attack"": 80, ""special-defense"": 95, ""speed"": 50}",lagging-tail,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/463.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/463.ogg""}",lickilicky,"463, 463, 463, 463, 463, 463, 463, 463, 463",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,lickilicky,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
464,rhyperior,24,2828,241,178,True,https://pokeapi.co/api/v2/pokemon/464/encounters,"lightning-rod, solid-rock, reckless","ground, rock","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","{""hp"": 115, ""attack"": 140, ""defense"": 130, ""special-attack"": 55, ""special-defense"": 55, ""speed"": 40}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/464.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/464.ogg""}",rhyperior,"464, 464, 464, 464, 464, 464, 464, 464, 464",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,rhyperior,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
465,tangrowth,20,1286,187,183,True,https://pokeapi.co/api/v2/pokemon/465/encounters,"chlorophyll, leaf-guard, regenerator",grass,"swords-dance, cut, bind, slam, vine-whip","{""hp"": 100, ""attack"": 100, ""defense"": 125, ""special-attack"": 110, ""special-defense"": 50, ""speed"": 50}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/465.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/465.ogg""}",tangrowth,"465, 465, 465, 465, 465, 465, 465, 465, 465",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,tangrowth,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
466,electivire,18,1386,243,203,True,https://pokeapi.co/api/v2/pokemon/466/encounters,"motor-drive, vital-spirit",electric,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","{""hp"": 75, ""attack"": 123, ""defense"": 67, ""special-attack"": 95, ""special-defense"": 85, ""speed"": 95}",electirizer,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/466.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/466.ogg""}",electivire,"466, 466, 466, 466, 466, 466, 466, 466, 466",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,electivire,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
467,magmortar,16,680,243,206,True,https://pokeapi.co/api/v2/pokemon/467/encounters,"flame-body, vital-spirit",fire,"mega-punch, fire-punch, thunder-punch, mega-kick, headbutt","{""hp"": 75, ""attack"": 95, ""defense"": 67, ""special-attack"": 125, ""special-defense"": 95, ""speed"": 83}",magmarizer,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/467.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/467.ogg""}",magmortar,"467, 467, 467, 467, 467, 467, 467, 467, 467",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,magmortar,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
468,togekiss,15,380,245,270,True,https://pokeapi.co/api/v2/pokemon/468/encounters,"hustle, serene-grace, super-luck","fairy, flying","pound, mega-punch, fly, mega-kick, headbutt","{""hp"": 85, ""attack"": 50, ""defense"": 95, ""special-attack"": 120, ""special-defense"": 115, ""speed"": 80}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/468.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/468.ogg""}",togekiss,"468, 468, 468, 468, 468, 468, 468, 468, 468",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,togekiss,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]","[{""generation"": {""name"": ""generation-v"", ""url"": ""https://pokeapi.co/api/v2/generation/5/""}, ""types"": [{""slot"": 1, ""type"": {""name"": ""normal"", ""url"": ""https://pokeapi.co/api/v2/type/1/""}}, {""slot"": 2, ""type"": {""name"": ""flying"", ""url"": ""https://pokeapi.co/api/v2/type/3/""}}]}]"
469,yanmega,19,515,180,290,True,https://pokeapi.co/api/v2/pokemon/469/encounters,"speed-boost, tinted-lens, frisk","bug, flying","swords-dance, gust, wing-attack, whirlwind, headbutt","{""hp"": 86, ""attack"": 76, ""defense"": 86, ""special-attack"": 116, ""special-defense"": 56, ""speed"": 95}",wide-lens,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/469.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/469.ogg""}",yanmega,"469, 469, 469, 469, 469, 469, 469, 469, 469",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,yanmega,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
470,leafeon,10,255,184,222,True,https://pokeapi.co/api/v2/pokemon/470/encounters,"leaf-guard, chlorophyll",grass,"pay-day, swords-dance, sand-attack, headbutt, tackle","{""hp"": 65, ""attack"": 110, ""defense"": 130, ""special-attack"": 60, ""special-defense"": 65, ""speed"": 95}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/470.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/470.ogg""}",leafeon,"470, 470, 470, 470, 470, 470, 470, 470, 470",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,leafeon,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
471,glaceon,8,259,184,223,True,https://pokeapi.co/api/v2/pokemon/471/encounters,"snow-cloak, ice-body",ice,"pay-day, sand-attack, headbutt, tackle, body-slam","{""hp"": 65, ""attack"": 60, ""defense"": 110, ""special-attack"": 130, ""special-defense"": 95, ""speed"": 65}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/471.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/471.ogg""}",glaceon,"471, 471, 471, 471, 471, 471, 471, 471, 471",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,glaceon,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
472,gliscor,20,425,179,305,True,https://pokeapi.co/api/v2/pokemon/472/encounters,"hyper-cutter, sand-veil, poison-heal","ground, flying","guillotine, swords-dance, cut, wing-attack, sand-attack","{""hp"": 75, ""attack"": 95, ""defense"": 125, ""special-attack"": 45, ""special-defense"": 75, ""speed"": 95}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/472.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/472.ogg""}",gliscor,"472, 472, 472, 472, 472, 472, 472, 472, 472",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,gliscor,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
